City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI
Bengaluru,20.44,26.34,2.69,10.33,10.58,6.58,0.66,6.6,17.59,0.12,0.94,61.0
Bengaluru,16.6,29.48,3.06,13.68,13.07,6.88,0.67,7.29,15.69,0.21,1.18,51.0
Bengaluru,15.4,28.66,4.42,14.29,15.57,7.32,0.61,7.45,19.53,0.25,1.43,58.0
Bengaluru,16.93,40.06,6.01,17.67,19.1,7.42,0.74,7.73,19.58,0.4,1.52,63.0
Bengaluru,19.72,52.43,5.41,14.61,16.98,7.37,0.61,6.86,18.26,0.33,1.48,63.0
Bengaluru,20.38,49.93,5.16,14.6,17.11,6.76,0.62,6.98,17.72,0.39,1.6,56.0
Bengaluru,15.65,40.19,5.59,14.45,17.28,6.5,0.62,7.18,13.04,0.46,1.66,49.0
Bengaluru,18.18,42.05,4.6,12.45,14.83,6.5,0.54,7.47,13.37,0.37,1.55,52.0
Bengaluru,13.931912856065171,28.367711156863653,4.180854582888444,13.658921815955615,14.576882226161732,7.814898154855859,0.6199643923796482,6.735885212791882,20.02157669072931,0.3396795314168335,1.3037843631911232,54.67853587345061
Bengaluru,63.883822766880314,114.67407958301848,17.157090827199248,52.12746868260847,54.92470265547281,26.131276711892777,1.0483749078900249,6.80198820992319,55.70356595074216,0.4034996315600996,1.4186243552301745,123.62509210997509
Bengaluru,19.13136844110566,58.2673120020379,10.79813732026013,22.087407125260977,17.692924483382118,30.87797098688351,1.9662969664245833,2.5899059348870654,35.543301801944,0.7479954290081212,0.8728304182691822,82.25471648202351
Bengaluru,35.00982928101609,43.13428740159653,6.082774475281356,21.86517666347747,16.908309205746356,11.774906325998195,0.6431041020734579,3.675240692822869,20.60373250654026,2.1290965180213455,4.402264649440196,73.33791795853084
Bengaluru,30.79284686567603,182.89843113210213,8.252775961757752,23.30768698641007,0.5905507144410791,24.796637526392196,0.5584163424461875,2.676886035556002,23.65081677685954,1.838469693109814,2.2303022052772707,102.69039342604889
Bengaluru,57.166493087141205,99.55574757428217,10.61370097028714,44.75742516704128,43.94114561860176,26.23368935705364,0.9471262128589272,5.326139811985011,66.72191061273415,0.3702757277153563,1.209607762297134,120.88970891385748
Bengaluru,52.23923827090483,120.50407892973706,22.590578851613454,42.60204969836454,51.12239077297106,13.333727140314783,1.1258973525455018,8.085931785078696,24.601333116618303,0.5831794705091004,2.1972304691638067,121.95556277938984
Bengaluru,37.808623418306134,105.10593180926192,28.482838868815836,56.98295775621676,69.15724683661227,18.914506337082855,1.149651780369434,6.932572721643289,32.71544055114584,0.7811798431210242,3.509168376509542,112.31913097325062
Bengaluru,64.31001644888158,153.70102729187676,6.762845749290778,32.004505345886514,19.87615671804146,26.10245206035464,1.1700670937479585,3.701496299001646,71.54911512005995,1.9723260972995125,2.1285499090889295,155.40863345171846
Bengaluru,16.202594792099447,45.55590754733761,10.331140139441038,15.876262434211837,17.562352836805527,22.125020186828426,0.7992524868423673,7.274767407896571,19.721863371075113,0.4469534815793142,2.9244850789457963,52.61495026315266
Bengaluru,59.25416325259834,193.08480812093043,12.197974252024034,37.93873087700253,0.5932332884868474,27.17008388211318,0.8426146087281031,11.474860239563618,30.530805113178417,10.781198335170966,4.489357076141294,120.61703313809925
Bengaluru,24.319721756854538,78.5192471004551,4.972585910628899,20.404631711702347,23.03253678042246,10.27689035655113,0.8405237328199713,6.688641591529527,32.64296230661545,0.3708674291214592,3.1203764497724458,77.27823238828613
Bengaluru,24.6463611707572,42.16747361497944,2.648301949146037,10.655382609247644,11.873922939298446,9.519786656985728,0.6341907047238128,6.226127136482542,36.389707196684135,0.2880635682412709,2.208356371557132,66.89920539698412
Bengaluru,21.19308924692975,52.48207891277024,4.844571804208783,15.257266487287314,16.570808542519515,6.082906870106836,0.6174398446814634,6.9567179808590245,17.121703763736104,0.6127140978956084,2.290943070279508,59.28007765926831
Bengaluru,31.61359598097927,48.216055890175355,2.8886553668430883,12.236434264836255,13.861005954383057,10.42369522069688,0.7952191172124802,6.2056573516374405,38.293834788168525,0.354521911721248,3.613715384573898,68.19123531150079
Bengaluru,29.40446649009199,66.60285528376905,8.792118765492244,25.21833689219964,0.0,25.12774462275024,0.3523110972621172,5.345174018101057,29.495174018101057,1.047085177683647,1.2061814993697653,58.15074033681175
Bengaluru,18.32,47.55,4.48,13.62,14.97,6.59,0.66,7.81,14.16,0.39,1.32,56.0
Bengaluru,50.62735646392784,101.31007436097512,8.143867240146488,28.30297051345833,26.08689060908664,18.48013706095217,0.967955746715496,3.927460358388632,46.23150585397104,1.3110749821240764,3.2677031303044526,116.0
Bengaluru,67.00142677650875,109.7548536549851,18.536074993443503,39.59613788130249,48.09569530635329,22.02585488593708,1.319388150802628,6.539504231856204,36.88806514582771,1.5903482431607294,4.337141472190803,155.22152346823356
Bengaluru,14.749639827845565,30.504025404200796,10.27974010778688,20.869149709584565,24.609580495515075,11.747627125745163,0.7090790958084945,4.3735536706594615,18.323995738035553,0.4757556511969093,1.3800296661652447,48.115113023938186
Bengaluru,28.16472667806217,109.68681633437598,5.046093648530777,29.775371203205225,0.0,27.02721687790945,0.3922070176268172,4.203320266463038,26.184199273712498,1.3173339987028303,1.0955957047691771,67.04589836703526
Bengaluru,29.727678412007904,52.50553745973618,8.996473201000658,29.801119336483556,20.079037606893426,25.330269469742767,0.8313740005559214,3.4233846612927596,25.047626592161507,0.3156795974427615,0.5999925971648008,76.14376665740132
Bengaluru,24.69417780687395,33.5428544049376,2.4500903408447323,11.724738102989262,12.494828443833995,14.60476502236471,0.7524661221832253,5.916120135035697,47.40965688766799,0.4297289774658026,6.429335903352231,66.87217684860211
Bengaluru,19.49481839190611,78.5920355012801,10.631403937954357,32.00566065030186,27.22600499705654,39.23819354133871,1.008972553701245,4.622795122325208,26.08191408129462,0.4941607995290462,1.135915721971993,64.34460769683609
Bengaluru,26.65710551028988,61.504374837265125,12.881756242412193,29.54407014028036,36.19881001418853,17.27453578690224,0.9875768910082516,6.5719028568080775,30.423394672556064,0.7509284261955149,2.2828370171000874,71.92267893451121
Bengaluru,32.16011634696623,99.39841612884226,4.037760527933677,29.4878372574176,17.414555673616572,82.27359172306905,0.9056370449077714,3.828571019513356,41.1323543873293,0.0,0.2579150606789638,85.31274089815543
Bengaluru,29.338900920048943,75.71274769987764,6.19005301624639,24.220778734525013,1.638684979561056,28.1250066270308,0.379560368019577,4.990795864088936,25.190972042392023,2.1746769030454813,4.30892192511519,56.638241472078306
Bengaluru,15.80687278540729,30.578881730180704,9.0224882032674,21.128022513180188,23.4025353901978,12.253253046407115,0.7144656900872143,3.444465690087214,17.284274479302287,0.3425039322442001,1.02020693976173,54.64274479302285
Bengaluru,13.002631353089257,40.19104438775784,7.2008821242179115,17.1677275044237,19.786146976048492,9.63474587642976,0.7064908139969692,5.113853023951509,19.6722724955763,0.597894059267768,1.5519286576278226,50.877189218154264
Bengaluru,26.09980871569808,53.917369070102225,7.830936232930474,26.718795318636413,28.236738241644392,12.205637586161968,0.9657416120431314,4.25728523280018,44.83086916308884,0.41,1.558204698270246,75.87684568864427
Bengaluru,22.54349837054647,57.260122942292654,6.65793719186616,21.791188006592925,20.91074851677948,11.031811909845356,0.7616249895547851,5.5255628499147,27.486811492036757,0.791124864212206,1.4129367740575625,70.32499791095701
Bengaluru,43.32,87.09,9.56,31.24,32.59,14.71,1.09,6.6,39.42,1.66,41.25,98.0
Bengaluru,21.55,57.17,4.82,13.87,15.89,6.54,0.66,7.22,12.34,0.45,0.94,65.0
Bengaluru,18.29,56.47,5.9,14.1,17.22,6.48,0.65,7.74,13.01,0.27,2.64,57.0
Bengaluru,21.25,52.69,3.12,13.24,12.56,10.3,0.72,7.19,36.41,0.27,1.14,70.0
Bengaluru,23.44,56.99,3.89,18.22,17.24,10.07,0.96,7.06,32.49,0.35,1.16,74.0
Bengaluru,17.34,46.71,4.43,16.79,16.78,9.42,0.87,7.39,25.11,0.3,1.57,73.0
Bengaluru,24.81,58.72,3.9,15.82,16.02,10.15,0.74,6.12,33.15,0.38,2.55,66.0
Bengaluru,14.56,39.32,3.27,13.82,14.5,9.23,0.8,6.09,27.46,0.76,4.51,66.0
Bengaluru,15.43,70.53,3.19,14.13,14.61,8.98,0.73,6.05,26.07,0.24,1.61,82.0
Bengaluru,20.58,66.73,3.08,14.23,14.33,9.01,0.81,7.7,35.18,0.21,1.46,77.0
Bengaluru,24.29,59.49,3.02,13.18,13.74,8.84,0.77,6.93,34.13,0.22,1.48,78.0
Bengaluru,21.05,60.98,3.05,14.05,15.16,8.26,0.77,7.51,30.1,0.26,0.85,76.0
Bengaluru,17.61,52.32,3.0,16.86,16.68,7.94,0.77,7.14,31.87,0.28,1.2,73.0
Bengaluru,26.87,72.07,2.9,18.2,17.08,8.9,0.88,6.09,34.69,0.25,0.99,82.0
Bengaluru,23.02,64.54,2.81,17.4,16.58,8.56,0.93,6.85,38.88,0.22,1.51,85.0
Bengaluru,29.23,87.56,3.09,18.26,17.24,7.53,0.82,7.44,43.07,0.25,1.18,91.0
Bengaluru,26.1,71.6,2.7,18.88,17.75,6.47,0.86,7.16,42.46,0.25,1.19,79.0
Bengaluru,22.35,56.07,3.02,17.28,16.81,6.94,0.82,6.23,39.28,0.28,1.47,71.0
Bengaluru,18.36,50.84,3.13,14.26,15.24,7.84,0.8,6.19,38.88,0.3,1.52,72.0
Bengaluru,24.81,61.29,3.34,12.6,14.65,8.95,0.67,6.28,40.97,0.22,1.93,74.0
Bengaluru,20.3,54.56,4.21,15.27,17.17,8.07,0.75,5.45,32.26,0.36,1.36,61.0
Bengaluru,13.68,39.31,2.68,12.02,13.47,10.72,0.74,5.73,30.77,0.22,1.36,62.0
Bengaluru,20.74,55.81,2.71,11.24,13.01,10.71,0.79,5.86,33.9,0.21,1.66,71.0
Bengaluru,19.25,50.33,3.17,11.69,14.32,9.21,0.76,5.55,33.06,0.19,2.14,59.0
Bengaluru,21.32,43.11,3.03,11.76,13.11,9.89,0.82,5.47,37.25,0.25,1.68,61.0
Bengaluru,25.98,55.47,3.67,13.04,15.19,10.15,0.69,5.83,30.95,0.51,4.3,66.0
Bengaluru,26.25,65.58,3.38,13.05,15.61,9.74,0.75,6.54,34.36,0.59,3.18,69.0
Bengaluru,26.1,48.49,2.9,11.41,13.28,8.44,0.67,6.36,38.1,0.2,2.59,63.0
Bengaluru,16.82,47.84,7.57,12.91,11.92,10.52,0.85,6.14,35.55,0.22,1.13,68.0
Bengaluru,23.81,79.02,3.75,13.11,13.59,9.81,0.73,5.67,27.88,0.19,1.69,72.0
Bengaluru,17.9,64.0,4.3,13.77,15.4,8.9,0.72,6.05,26.03,0.18,1.53,79.0
Bengaluru,19.53,60.44,4.38,14.59,16.17,8.87,0.74,5.8,26.55,0.18,1.81,70.0
Bengaluru,17.07,45.6,5.16,13.32,15.94,6.9,0.6,7.21,16.51,0.38,2.06,55.0
Bengaluru,19.57,36.58,5.15,13.01,15.5,6.55,0.62,7.68,16.22,0.63,2.25,47.0
Bengaluru,16.66,35.74,4.77,12.31,14.6,6.7,0.56,6.86,13.54,0.86,2.29,49.0
Bengaluru,16.79,42.32,5.42,14.67,16.68,6.57,0.72,7.33,15.52,0.81,2.3,50.0
Bengaluru,16.84,35.21,5.17,13.83,15.48,5.93,0.64,7.2,15.56,0.82,2.54,49.0
Bengaluru,16.53,39.75,5.74,14.7,16.75,5.76,0.67,6.99,12.9,1.03,2.25,59.0
Bengaluru,25.44,73.07,11.1,15.98,17.72,6.0,0.66,6.92,15.65,1.05,1.82,70.0
