City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI
Bengaluru,17.03,103.22,2.17,8.53,9.95,34.3,2.23,2.75,39.03,1.5,2.62,85
Bengaluru,19.73,103.22,2.26,6.1,6.13,27.48,1.4,4.66,57.7,0.18,1.71,62
Bengaluru,22.52,103.22,6.71,4.86,14.02,15.15,5.45,4.9,77.05,0.21,5.37,177
Bengaluru,21.36,103.22,2.86,7.98,12.69,16.61,0.97,29.11,96.88,0.16,0.54,152
Bengaluru,24.35,103.22,3.06,6.64,7.42,38.54,12.93,2.58,97.2,1.5,12.95,210
Bengaluru,18.33,103.22,2.4,5.98,6.47,21.02,3.84,3.99,101.63,1.5,4.51,170
Bengaluru,17.66,103.22,1.85,6.58,5.89,21.93,0.48,2.49,81.34,1.5,0.48,135
Bengaluru,27.46,103.22,2.53,7.91,7.1,24.78,4.58,5.53,37.22,1.5,5.17,118
Bengaluru,27.94,103.22,3.8,6.45,9.94,17.34,6.14,4.43,34.74,0.23,6.14,127
Bengaluru,23.81,103.22,4.01,6.21,13.57,5.42,0.85,26.42,32.79,0.22,5.01,47
Bengaluru,23.11,103.22,4.16,6.84,14.07,18.77,3.65,12.35,15.88,1.5,12.16,44
Bengaluru,15.12,103.22,4.35,14.96,12.52,35.77,1.13,5.12,109.66,1.5,1.27,67
Bengaluru,19.59,103.22,4.35,8.42,12.28,17.93,3.1,26.92,157.2,1.5,2.17,44
Bengaluru,69.85,103.22,8.6,14.35,19.55,15.8,1.22,15.91,123.32,1.5,0.77,82
Bengaluru,24.62,103.22,3.77,7.74,11.71,13.92,1.26,18.89,65.38,1.5,1.36,156
Bengaluru,32.92,103.22,7.12,12.95,18.7,11.62,2.31,14.79,57.59,43.78,3.7,96
Bengaluru,44.53,103.22,7.24,17.71,22.68,11.4,1.34,8.34,27.11,47.26,15.45,72
Bengaluru,26.68,103.22,3.79,16.69,12.64,10.15,0.85,11.54,51.81,39.43,13.75,117
Bengaluru,39.06,103.22,3.45,14.31,12.05,6.09,1.59,4.96,26.93,35.9,11.32,67
Bengaluru,50.83,103.22,5.74,14.24,14.93,21.03,4.44,2.99,16.83,34.57,9.36,217
Bengaluru,62.58,103.22,5.03,15.2,10.05,14.62,1.32,7.47,17.81,37.56,11.01,64
Bengaluru,45.26,103.22,5.21,25.81,15.91,18.09,4.17,6.79,21.39,39.17,12.63,162
Bengaluru,40.37,103.22,9.03,20.7,13.3,5.94,0,8.6,36.56,37.07,9.99,75
Bengaluru,43.21,103.22,8.24,17.15,10.79,10.23,28.28,11.77,80.02,33.74,11.02,141
Bengaluru,41.53,103.22,5.74,20.41,14.16,15.4,0.5,4.67,31.73,22.24,6.38,70
Bengaluru,27.85,103.22,5.82,17.29,11.04,14.93,4.82,7.18,88.24,9.51,2.65,142
Bengaluru,36.83,103.22,4.6,24.35,13.81,17.12,23.56,6.64,39.61,6.11,3.89,140
Bengaluru,40.81,103.22,6.5,29.77,14.91,14.21,2.57,3.46,32.11,5.2,1.96,71
Bengaluru,36.11,103.22,6.97,29.38,17.29,15.84,0.3,11.84,14,4.94,1.55,66
Bengaluru,28.76,103.22,8.95,29.1,18.34,15.13,0.85,2.96,15.17,4.67,1.66,56
Bengaluru,40.74,103.22,8.61,32.27,20.96,14.66,0,2.77,7.96,4.9,1.37,45
Bengaluru,23.77,103.22,6.77,33.12,20.16,14.28,1.19,2.83,12.14,4.88,1.84,61
Bengaluru,17.34,103.22,5.26,22.13,14.1,18.55,2.06,3.08,12.14,5.66,2.25,70
Bengaluru,30.45,103.22,5.23,32.24,18.53,24.08,1.19,3.9,8.48,4.66,1.45,59
Bengaluru,15.8,103.22,5.08,22.62,11.25,14.2,12.23,5.8,21.44,4.22,2.05,125
Bengaluru,20.12,103.22,6.65,22.49,13.5,13.27,12.77,5.83,32.76,4.24,1.84,106
Bengaluru,25.27,103.22,10.97,31.22,20.24,17.26,1.14,3.92,37.13,4.19,1.16,84
Bengaluru,26.7,103.22,4.76,32.48,16.97,15.5,1.26,4.24,36.42,4.1,1.1,57
Bengaluru,27.84,103.22,6.01,17.97,9.15,13.64,1.21,4.38,25.96,4.18,1.19,56
Bengaluru,29.52,103.22,5.09,17.88,8.93,12.62,10.68,4.89,28.02,4.64,2.01,140
Bengaluru,27.97,103.22,6.23,23.45,13.42,11.58,17.21,12.38,22.59,5.16,3.92,156
Bengaluru,28.17,103.22,4.91,17.13,10.15,5.01,9.13,3.98,23.52,4.39,1.3,156
Bengaluru,27.71,103.22,4.01,18.69,10.4,3.25,4.19,4.81,21.85,4.57,1.28,111
Bengaluru,28.01,103.22,2.74,12.85,9.33,0.28,4.21,3.92,23.36,4.69,1.44,158
Bengaluru,31.7,103.22,2.97,11.83,9.27,2.77,4.79,4.02,27.83,3.77,1.05,93
Bengaluru,48.08,103.22,12.38,41.16,23.43,4.91,1.22,0.96,42.06,3.54,0.86,97
Bengaluru,30.77,103.22,6.31,22.5,13.99,4.88,1.4,0.92,31.65,5.05,1.34,94
Bengaluru,26.15,103.22,0.95,14.82,10.67,5.61,4.52,7.13,54.35,4.81,3.22,147
Bengaluru,40.71,103.22,0.75,6.62,5.01,2.89,2.84,4.24,22.32,5.42,3.15,100
Bengaluru,23.69,103.22,1.65,14.12,7.77,2.34,1.7,6.9,68.17,4.86,1.7,101
Bengaluru,23.95,103.22,0.46,9.28,3.25,2.31,1.77,7.93,54.65,4.08,1.68,84
Bengaluru,21.51,103.22,1.59,19.98,9.87,2.21,1.52,4.44,46.8,4.11,1.39,84
Bengaluru,25.56,103.22,1.14,6.39,7.52,1.93,1.4,4.47,29.64,3.16,1.3,74
Bengaluru,22.41,103.22,2.59,14.61,19.41,18.87,5.65,5.85,27.39,2.89,0.84,130
Bengaluru,16.02,103.22,4.7,30.73,36.51,30.36,1.78,11.64,20.75,1.5,1.72,74
Bengaluru,12.69,103.22,4.38,25.18,27.39,28,4.45,4.22,19.63,2.71,1.93,74
Bengaluru,13.29,103.22,4.82,22.65,13.65,23.12,3.93,17.45,17.13,2.49,3.93,162
Bengaluru,12.11,103.22,6.72,20.8,13.22,25.86,1.4,15.06,20.96,3.13,1.2,55
Bengaluru,13.66,103.22,3.61,22.16,11.83,21.15,1.96,6.09,24.49,3.13,1.94,72
Bengaluru,14.56,103.22,3.34,17.32,8.95,20.88,1.54,11.59,15.75,4.79,1.46,66
Bengaluru,14.76,103.22,3.2,13.35,7.08,5.29,1.89,10.35,20.52,4.35,1.56,81
Bengaluru,12.29,103.22,2.53,10.75,4.86,7.02,3.21,15,19.08,5.46,1.76,94
Bengaluru,11.72,103.22,1.76,9.61,4.7,7.86,2.36,1.96,20.38,4.56,1.79,128
Bengaluru,15.7,103.22,6.3,13.12,10.43,8.92,1.56,5.04,34.42,2.43,1.53,86
Bengaluru,22.94,103.22,2.88,10.09,5.6,9.22,3.74,1.58,13.24,1.66,1.72,136
Bengaluru,19.54,103.22,2.19,11.09,5.01,7,2,4.12,13.5,2.96,2.08,67
Bengaluru,22.68,103.22,2.8,18.7,9.83,8.31,1.3,1.35,16.42,5.04,1.3,45
Bengaluru,21.86,103.22,3.91,19,11.85,8.08,1.54,4.34,11.12,5.67,1.52,70
Bengaluru,18.74,103.22,3.9,14.48,9.69,7.31,2.89,1.95,8.62,4.36,1.31,93
Bengaluru,18.81,103.22,3.01,15.95,8.19,6.89,3.84,2.02,10.31,0.15,3.28,166
Bengaluru,15.11,103.22,2.78,16.04,11.71,27.31,4.29,5.53,10.68,1.5,5.56,183
Bengaluru,17.47,103.22,1.74,7.27,4.01,10.32,2.08,7.51,10.97,0.12,1.56,107
Bengaluru,15.92,103.22,0.89,5.61,1.82,8.75,5.48,5.41,21.62,1.5,13.45,140
Bengaluru,13.58,103.22,2,5.38,3.37,7.95,2.83,5.49,11.83,0.13,1.74,107
Bengaluru,14.52,103.22,1.14,6.1,3.71,7.5,1.75,4.41,13.27,0.1,1.34,70
Bengaluru,27.25,103.22,0.86,5.23,2.93,6.4,15.98,10.62,15.2,0.18,14.54,165
Bengaluru,20.99,103.22,0.72,4.38,1.91,6.3,2.03,2.53,15.42,0.24,2.47,160
Bengaluru,22.26,103.22,1.23,7.02,3.74,7.68,5.28,7.62,10.29,0.13,2.23,209
Bengaluru,23.51,103.22,2.75,8.39,5.43,8.47,5.01,5.94,6.61,0.16,4.4,166
Bengaluru,19.76,103.22,1.24,6.34,3.24,6.34,6.96,6.28,6.45,0.11,4.98,187
Bengaluru,20.24,103.22,2.26,11.59,6.83,6.42,2.58,5.12,11.01,0.12,1.38,162
Bengaluru,17.28,103.22,1.07,5.11,2.7,5.96,7.52,3.69,8.37,1.5,1.35,185
Bengaluru,21.52,103.22,1,5.99,2.9,5.76,15.9,2.76,9.72,1.5,16.86,141
Bengaluru,19.43,103.22,1.13,7.66,4.66,4.74,20.81,2.29,7.89,0.16,8.67,225
Bengaluru,19.27,103.22,2.21,8.79,6.36,26.67,26.99,2.54,8.96,0.13,24.39,309
Bengaluru,23.27,103.22,1.73,7.83,7.62,10.45,2.86,3.36,9.3,0.14,1.36,136
Bengaluru,18.63,103.22,2.96,8.71,6.88,34.37,7.24,6.25,7.27,1.09,6.16,139
Bengaluru,14.52,103.22,5.93,10.04,8.43,19.3,3.42,3.89,7.56,0.18,1.47,161
Bengaluru,12.84,103.22,7.5,10.1,9.4,21.54,15.1,3.25,5.4,16.71,3.02,160
Bengaluru,19.08,103.22,6.5,10.66,9.34,20.9,2.42,2.39,5.06,22.69,2.88,127
Bengaluru,23.45,103.22,5.88,9.83,8.64,10.15,2.11,1.86,9.66,20.87,2.47,71
Bengaluru,25.62,103.22,5.21,12.22,9.75,10.8,27.06,2.84,10.42,21.59,7.32,246
Bengaluru,27.03,103.22,4.42,11.7,9.3,10.17,10.62,2.78,7.82,24.35,6.14,250
Bengaluru,24.09,103.22,5.64,17.43,12.1,6.08,9.91,4.49,5.49,23.09,3.81,176
Bengaluru,23.17,103.22,4.97,15.73,11.27,10.88,3.56,2.98,8.06,22.44,3.01,176
Bengaluru,26.84,103.22,6.18,10.76,9.67,9.89,1.62,3.46,8.48,1.5,1.13,55
Bengaluru,19.24,103.22,3.78,8.46,7.12,11.23,18.69,3.98,10.27,1.5,5.01,156
Bengaluru,14.46,103.22,3.76,7.65,6.72,10.88,12.18,1.66,9.43,1.5,1.16,195
Bengaluru,14.3,103.22,5.1,10.26,8.78,10.46,9.82,2.39,8.67,1.5,1.06,197
Bengaluru,19.29,103.22,4.45,11.45,8.94,10.76,9.35,1.72,3.62,1.5,1.25,223
Bengaluru,21.39,103.22,4.14,9.91,8.06,9.67,16.7,2.39,3.54,1.5,5.01,182
Bengaluru,45.86,103.22,5.98,11.26,9.75,10.06,9.44,3.29,5.13,19.93,2.04,245
Bengaluru,18.38,103.22,3.82,9.48,7.7,9.15,16.46,10.54,6.49,18.55,3.04,268
Bengaluru,24.44,103.22,4.63,10,8.6,10.06,2.89,15.96,9.61,16.78,2.54,51
Bengaluru,25.14,103.22,3.59,11.03,7.88,8.39,2.42,2.54,8.9,16.64,1.96,49
Bengaluru,13.85,103.22,5.69,8.83,8.32,8.42,14.36,3.82,8.78,15.28,4.57,157
Bengaluru,16.63,103.22,3.66,10.76,8.08,9.14,12.51,5.27,7.16,17.73,4.06,128
Bengaluru,19.04,103.22,3.67,12.67,9.08,29.6,1.5,4.9,5.82,18.71,2.1,66
Bengaluru,24.43,103.22,4.59,11.52,7.93,11.73,1.86,3.15,5.42,19.79,1.96,105
Bengaluru,19.16,103.22,5.08,10.27,7.61,11.91,1.09,3.35,3.53,21.09,2.58,49
Bengaluru,18.18,103.22,4.06,20.21,11.77,10.3,9.97,2.43,3.38,16.15,3.28,97
Bengaluru,15.52,103.22,3.48,9.54,6.15,9.26,37.73,1.86,4.83,13.6,7.99,257
Bengaluru,18.67,103.22,5.9,11.41,8.58,10.08,25.13,2.13,5.74,13.67,4.26,139
Bengaluru,15.85,103.22,5.74,10.66,8.17,10.75,9.92,2.6,5.24,14.1,1.8,95
Bengaluru,18.26,103.22,4.56,11.85,8.03,10.66,48.07,2.4,3,16.28,2.08,106
Bengaluru,17.94,103.22,6.02,18.38,13.03,33.49,3.15,5.94,7.21,16.44,1.98,89
Bengaluru,21.86,103.22,3.06,10.02,6.18,26.16,1.16,3.79,3.29,15.14,1.82,44
Bengaluru,46.86,103.22,2.62,8.46,5.62,23.31,20.25,3.78,3.98,15.6,1.79,97
Bengaluru,54.42,103.22,1.56,7.32,5.27,18.3,8.78,2.1,4.73,25,235.48,187
Bengaluru,21.02,103.22,3.65,8.21,6.26,23.95,1.82,5.16,6.23,34.14,162.98,83
Bengaluru,21.1,103.22,2.56,7.98,5.34,24.12,29,2.96,9.86,27.76,411.52,129
Bengaluru,16.64,103.22,3.45,7.44,5.58,22.52,29.16,7.22,6.76,9.26,209.77,128
Bengaluru,14.99,103.22,4.81,6.61,6.6,22,34.69,2.51,6.11,5.02,112.27,217
Bengaluru,20.21,103.22,4.54,14.73,12.48,23.64,35.05,6.15,5.86,3.15,71.16,277
Bengaluru,18.04,103.22,1.93,13.63,9.32,18.87,16.67,2.49,10.04,1.89,42.61,176
Bengaluru,20.8,103.22,5.06,17.39,10.93,23.05,9.03,1.32,7.48,1.51,26.63,206
Bengaluru,15.35,103.22,6.56,19.5,13.98,50.58,14.55,2.98,5.93,2.18,21.55,238
Bengaluru,27.31,103.22,4.58,19.73,12.9,38.79,21.83,2.85,3.75,2.18,23.34,229
Bengaluru,32.13,103.22,9.89,17.92,15.33,39.19,9.91,7.14,4.3,1.5,24.53,236
Bengaluru,23.26,103.22,7.05,34.35,21.46,30.68,1.31,3.73,3.41,5.55,4.72,92
Bengaluru,17.9,103.22,3.31,17.51,11.02,33.06,11.68,6.56,3.44,1.5,43.3,100
Bengaluru,10.99,103.22,2.95,15.97,9.93,24.16,1.14,1.07,3.35,1.5,1.13,97
Bengaluru,12.9,103.22,2.79,11.64,7.72,23.28,26.54,0.91,3.86,1.5,26.54,59
Bengaluru,22.29,103.22,4,15.11,10.24,27.77,1.16,1,4.72,1.5,1.13,96
Bengaluru,20.06,103.22,5,16.49,13.5,17.67,4.29,4.38,6.26,1.5,1.21,123
Bengaluru,17.38,103.22,4.23,12.18,12.33,15.18,1.43,1.1,7.65,1.5,5.01,77
Bengaluru,14.67,103.22,6.76,20.81,14.62,35.39,2.4,1.13,4.84,1.5,5.01,57
Bengaluru,18.96,103.22,3.22,21.16,12.18,26.37,1.96,1.42,4.19,1.5,5.01,63
Bengaluru,20.56,103.22,4.26,13.86,9.92,33.75,9.97,2.56,12.64,1.5,40.2,174
Bengaluru,17.27,103.22,1.37,5.53,3.77,26.46,2.76,0.73,12.65,1.5,1.13,121
Bengaluru,23.42,103.22,2.6,6.47,5.25,33.9,5.77,1.24,17.22,1.5,5.01,92
Bengaluru,24.9,103.22,2.58,7.25,5.57,33.29,5.26,1.67,13.62,1.5,1.79,81
Bengaluru,23.54,103.22,1.75,9.49,6.09,26.12,1.19,2.18,11.57,1.5,1.19,43
Bengaluru,24.49,103.22,2.5,12.59,8.41,31.79,1.42,2.49,14.5,1.5,1.12,52
Bengaluru,26.16,103.22,3.72,15.89,10.97,37.51,1.76,2.12,10.98,1.5,1.2,72
Bengaluru,27.38,103.22,6.79,17.6,14.32,54.9,1.47,2.63,38.49,1.5,1.53,73
Bengaluru,18.38,103.22,2.41,11.7,7.72,26.75,22.81,1.35,34.53,1.5,22.81,208
Bengaluru,16.34,103.22,4.12,12,9.25,32.04,9.83,3.08,21.21,1.5,48.65,179
Bengaluru,22.47,103.22,6.9,10.95,10.3,37.31,1.78,5.6,12.62,1.5,1.35,93
Bengaluru,29.6,103.22,6.75,11.14,10.91,36.19,13.22,7,5.34,1.5,1.04,60
Bengaluru,15.21,103.22,6.53,12.29,11.26,36.3,1.2,3.26,5.01,1.5,1.2,65
Bengaluru,18.09,103.22,5.32,13.42,10.92,34.24,3.19,2.85,5.48,1.5,1.07,60
Bengaluru,16.68,103.22,4.77,13.1,10.22,30.49,22.32,2.42,17.12,1.5,18.37,167
Bengaluru,12.24,103.22,2.59,11.85,7.95,21.98,19.24,2.08,13.22,1.5,21.82,141
Bengaluru,14.99,103.22,5.5,12.44,10.43,31.7,18.85,2.19,12.68,1.5,24.96,175
Bengaluru,11.75,103.22,3.39,11.66,8.49,23.78,1.06,2.54,5.72,1.5,5.01,41
Bengaluru,11.47,103.22,3.26,12.06,8.6,24.19,18.66,2.26,14.33,1.5,18.66,81
Bengaluru,10.93,103.22,2.64,9.78,6.94,19.64,1.7,1.92,10.45,1.5,2.95,52
Bengaluru,13.18,103.22,2.99,8.71,7.78,23.94,1.01,2.34,21.33,1.5,1.01,31
Bengaluru,13.47,103.22,3.25,8.98,8.24,24.56,8.24,2.85,10.94,1.5,6.63,144
Bengaluru,7.32,103.22,3.3,9.42,8.69,20.84,1.27,1.74,11.51,1.5,1.27,64
Bengaluru,16.51,103.22,3.86,15.32,12.75,36.84,2.15,3.01,15.34,1.5,2.21,51
Bengaluru,28.38,103.22,6.09,22.83,18.49,35.72,2.21,2.97,20.63,1.5,2.3,82
Bengaluru,27.74,103.22,3.53,27.93,19.01,37.81,2.13,2.32,21.96,1.5,2.21,85
Bengaluru,29.1,103.22,3.31,22.47,15.65,34.28,2.39,2.37,16.37,1.5,2.26,89
Bengaluru,17.48,103.22,3.62,21.03,13.71,30.44,3.05,2.47,49.22,1.5,2.27,139
Bengaluru,14.95,103.22,1.98,17.22,10.16,22.01,2.68,1.46,9.51,1.5,2.22,157
Bengaluru,27.29,103.22,10.46,20.53,18.34,45.07,2.26,1.7,12.01,1.5,2.06,155
Bengaluru,19.98,103.22,21.66,30.35,31.94,76.12,2,1.69,18.48,1.5,2.31,94
Bengaluru,31.36,103.22,5.95,33.02,21.34,41.39,2.09,1.72,20.18,1.5,2.23,100
Bengaluru,35.5,103.22,6.74,31.34,21.07,29.39,2.71,1.3,14.05,1.5,2.05,117
Bengaluru,26.25,103.22,4.82,30.71,19.52,30.38,1.95,1.45,12.61,1.5,2.04,136
Bengaluru,22.3,103.22,3.85,26.84,17.13,26.74,1.82,4.18,34.53,1.5,1.82,96
Bengaluru,13.97,103.22,2.64,19.24,11.96,19.73,1.67,1.6,18.98,1.5,1.68,101
Bengaluru,9.63,103.22,3.75,16.51,11.21,23.54,2.21,1.37,12.67,1.5,1.63,128
Bengaluru,28.7,103.22,6.17,23.13,16.54,31.01,1.96,2.64,10.81,1.5,2.18,92
Bengaluru,35.04,103.22,6.66,19.67,15.11,24.52,1.7,4.52,15.74,1.5,1.7,98
Bengaluru,15.82,103.22,3.63,19.92,12.95,24.3,1.63,5.29,11.29,1.5,1.62,102
Bengaluru,12.14,103.22,5.05,19.19,13.76,27.54,1.21,8.55,12.96,1.5,1.23,69
Bengaluru,14.44,103.22,5.96,20.31,15.2,26.87,1.54,7.68,14.01,1.5,1.52,54
Bengaluru,12.01,103.22,6.16,21.36,15.75,27.22,2.66,7.04,10.22,1.5,1.72,101
Bengaluru,10.02,103.22,4.91,19.3,13.76,33.5,3.38,2.26,9.49,1.5,3.87,110
Bengaluru,17.14,103.22,7.37,27.34,19.63,32.02,1.72,2.61,8.84,1.5,1.74,54
Bengaluru,25.65,103.22,10.14,38.97,27.72,38.88,1.62,2.54,9.81,1.5,1.67,77
Bengaluru,31.78,103.22,11.48,58.6,38.5,39.7,2.5,2.57,11.44,1.5,4.46,144
Bengaluru,46.63,103.22,7.75,71.63,43.26,44.56,1.47,3.74,11.97,1.5,1.52,90
Bengaluru,49.23,103.22,13.62,51.64,35.97,42.06,2.12,3.23,11.33,1.5,1.43,98
Bengaluru,40.76,103.22,5.27,33.93,21.32,27.48,6.11,2.15,13.38,1.5,31.62,173
Bengaluru,31.18,103.22,6.97,37.25,21.57,35.87,3.03,2.36,8.33,1.5,7.89,140
Bengaluru,42.02,103.22,8.97,27.41,19.27,21.37,1.5,2.71,6.43,1.5,1.33,76
Bengaluru,43.32,103.22,4.93,22.4,19.72,5.65,3.91,3.1,13.06,1.5,5.43,164
Bengaluru,42.64,103.22,2.42,21.57,19.75,20.88,1.14,2.14,14.4,1.5,1.12,88
Bengaluru,55.94,103.22,1.96,24.25,21.45,33.92,1.31,2.76,33.92,1.5,1.22,97
Bengaluru,51,103.22,3.37,28.3,26.07,33.78,1.12,2.37,42.29,1.5,1.16,110
Bengaluru,45.13,103.22,1.73,26.15,22.27,34.86,1.06,2.4,41.37,1.5,1.06,89
Bengaluru,38.26,103.22,1.74,20.74,17.48,29.89,0.85,2.05,43.11,1.5,5.01,81
Bengaluru,47.1,103.22,3.11,26.73,23.93,37.44,1.19,2.27,32.67,1.5,1.19,74
Bengaluru,42.92,103.22,3.55,32,27.82,51.9,8.22,3.72,32.4,1.5,9.93,157
Bengaluru,36.44,103.22,4.58,24.21,24.3,26.15,1.18,1.53,26.35,1.5,1.19,95
Bengaluru,29.17,103.22,6.15,22.68,22.27,44.06,1.15,1.37,15.59,1.5,1.29,70
Bengaluru,31.78,103.22,3.59,15.26,14.53,31.65,3.63,1.55,17.27,1.5,1.1,110
Bengaluru,25.77,103.22,1.83,23.3,16.35,49.74,2.63,3.37,14.45,1.5,10.38,191
Bengaluru,29.89,103.22,2.14,15.14,9.02,18.44,1.13,2.62,11.56,11.14,4.74,49
Bengaluru,28.56,103.22,6.9,18.2,14.16,23.29,1.36,2.51,12.65,1.95,4.46,54
Bengaluru,31.05,103.22,8.92,20.58,16.89,34.87,1.34,2.79,11.62,2.14,5.51,58
Bengaluru,43.1,103.22,4.09,12.07,8.88,27.02,3.56,2.44,19.13,2.67,5.73,65
Bengaluru,30.36,103.22,8.04,17.33,14.75,61.87,1.24,2.74,10.93,3.94,5.71,70
Bengaluru,37.22,103.22,3.66,13.89,9.7,32.2,1.21,2.01,8.07,3.02,14.41,67
Bengaluru,31.44,70.46,3.03,15.85,10.27,27.73,1.22,1.94,17.98,2.41,17.84,60
Bengaluru,31.4,103.22,1.92,15.33,8.96,21.44,0.85,1.77,23.72,1.5,7.21,56
Bengaluru,34.92,103.22,0.87,10.21,5.52,18.46,0.85,1.72,32.86,1.28,3.29,59
Bengaluru,12.63,43.64,1.46,6.81,4.75,12.63,1.48,2.05,41.66,1.12,2.07,51
Bengaluru,48.94,103.22,3.47,8.59,6.93,22.21,1.07,2.62,23.3,3.26,2.23,49
Bengaluru,63.69,103.22,5.05,8.2,7.38,21.57,1.82,2.27,18.98,1.07,2.66,146
Bengaluru,28.22,153.3,5.8,21.5,21.78,27.79,2.09,2.69,34.32,2.08,4.5,61
Bengaluru,42.42,156.84,7.25,29.94,31.78,21.94,1.56,2.23,31.35,1.82,4.65,130
Bengaluru,42.23,59.94,2.83,18.86,16.26,23.08,1.64,2.16,34.8,1.48,3.94,99
Bengaluru,16.03,16.77,3.81,18.34,18.74,23.08,1.61,2.31,35.48,0.87,1.26,91
Bengaluru,46.44,8.22,4.89,16.2,20.54,23.08,1.6,2.49,34.53,1.5,5.01,116
Bengaluru,19.32,16.42,4.57,15.47,18.77,25,1.99,2.75,34.53,1.5,1.15,126
Bengaluru,21.99,39.86,7.08,16.44,19.51,41.96,1.73,2.95,9.98,1.52,2.38,103
Bengaluru,13.89,31.44,6.84,12.14,15.35,23.93,1.72,2.5,4.56,0.74,1.48,74
Bengaluru,16.06,24.35,4.57,13.13,16.2,21.28,0.94,3.12,34.53,1.5,1.07,66
Bengaluru,16.97,15.69,3.07,10.57,12.6,13.92,0.83,2.6,34.53,1.5,1.06,61
Bengaluru,19.66,36.84,6.47,16.37,20.87,24.04,1.35,2.83,4.09,1.18,2.17,75
Bengaluru,20.35,33.97,7.76,20.64,24.75,26.98,1.36,2.59,7.77,1.02,1.9,85
Bengaluru,34.39,36.29,8.38,28.8,32.28,32.75,2.48,3.76,14.63,1.32,3.17,141
Bengaluru,43.91,43.65,11.74,29.33,32.78,55.4,1.52,3.44,14.8,1.53,3.59,90
Bengaluru,44.14,112.78,7.05,26.64,27.06,32.33,2.18,4.3,25.57,1.69,3.36,126
Bengaluru,44.94,114.34,8.47,28.1,29.37,32.75,2.3,4.7,29.1,1.56,2.38,147
Bengaluru,29.35,75.79,5.72,21.21,21.4,19.08,1.55,4.55,29.03,1.01,1.15,87
Bengaluru,15.34,53.7,8.46,22.22,24.6,21.4,1.13,4.45,8.84,1.11,2.53,56
Bengaluru,14.18,55.71,12.9,25.86,27.06,21.81,1.63,5.14,9.89,0.97,2.15,88
Bengaluru,13.36,33.82,8.24,24.04,17.46,22,1.7,11.07,8.15,0.73,1.66,67
Bengaluru,19.86,72.72,11.73,33.56,26.85,37.08,1.47,8.32,9.51,0.98,2.6,74
Bengaluru,28.35,102.15,13.06,32.95,24.78,52.45,2.03,6.08,21.38,1,3.46,105
Bengaluru,25.04,89.26,9.79,33.02,22.96,51.77,1.72,5.43,26.44,0.77,1.47,103
Bengaluru,29.12,103.22,2.8,25.17,13.66,41.62,0.85,3.1,43.98,0.71,1.17,54
Bengaluru,41.16,85.25,10.04,34.42,23.91,46.07,1.88,5.24,27.26,0.88,1.7,65
Bengaluru,46.33,82.86,17.24,44.41,34.36,45.43,1.81,5.81,19.1,1.01,1.92,102
